,forward_RE,forward_FC,prices_SB,production_RE,production_FC,Offshore DK2,Offshore DK1,Onshore DK2,Onshore DK1
13995,-1.1,4.225575967074372,-8.05,0.1225490196078431,0.1650572265068831,0.017372421281216,0.6088082901554405,0.045679012345679,0.2249283667621776
13996,0.01,0.5010620052157616,-3.0,0.1127450980392156,0.0,0.0347448425624321,0.5544041450777202,0.0679012345679012,0.2340974212034384
13997,2.3,14.8036892374144,2.3,0.0686274509803921,0.0,0.0466883821932681,0.4887737478411053,0.0839506172839506,0.2042979942693409
13998,19.65,19.091953884499084,-5.0,0.034313725490196,0.1030830932731978,0.0640608034744842,0.4853195164075993,0.1074074074074074,0.2134670487106017
13999,21.21,16.84908182646015,-15.0,0.0392156862745098,0.0965452310796463,0.0749185667752443,0.429188255613126,0.1160493827160493,0.1868194842406876
14000,4.07,9.12509767138102,-15.0,0.0441176470588235,0.0,0.0749185667752443,0.2979274611398964,0.1111111111111111,0.1409742120343839
14001,1.0,0.7742460796337776,15.0,0.0686274509803921,0.0,0.0575461454940282,0.2884283246977547,0.1185185185185185,0.1318051575931232
14002,-0.01,4.311272189780253,25.0,0.0735294117647058,0.0560697491272088,0.0466883821932681,0.3229706390328152,0.1160493827160493,0.1180515759312321
14003,-0.81,0.6924285602888895,20.0,0.1078431372549019,0.1555419848507034,0.0466883821932681,0.3454231433506045,0.1185185185185185,0.1123209169054441
14004,-1.11,2.5812276610853333,20.0,0.088235294117647,0.0825592353897894,0.0499457111834962,0.3419689119170984,0.1407407407407407,0.1160458452722063
14005,-1.14,-2.236995662400862,12.0,0.0392156862745098,0.1771266033508011,0.0445168295331161,0.3264248704663212,0.1555555555555555,0.1137535816618911
14006,-0.9,-18.92886179460856,20.0,0.0294117647058823,0.1445222908959776,0.0314875135722041,0.3411053540587219,0.1518518518518518,0.1065902578796561
14007,-0.04,6.280923045871529,25.0,0.0441176470588235,0.1215276876411697,0.022801302931596,0.2970639032815199,0.1419753086419753,0.0988538681948424
