qF1_1,qF2_1,qF3_1,qF1_2,qF2_2,qF3_2,qF1_3,qF2_3,qF3_3,qF1_4,qF2_4,qF3_4,qF1_5,qF2_5,qF3_5,qF1_6,qF2_6,qF3_6,qF1_7,qF2_7,qF3_7,qH1_1,qH2_1,qH3_1,qH1_2,qH2_2,qH3_2,qH1_3,qH2_3,qH3_3,qH1_4,qH2_4,qH3_4,qH1_5,qH2_5,qH3_5,qH1_6,qH2_6,qH3_6,qH1_7,qH2_7,qH3_7
21.160649914583527,-405.60392472373115,0.0,1.0489392287804635,0.0,0.0,5.052506426238699,0.0,0.0,-11.53700734207037,158.14441284687092,0.0,4.565635468874205,50.461416741158516,0.0,-0.3849199253181166,0.0,0.0,3.819967600974894,0.0,0.0,0.0,78.25373997772844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.294118379411078,0.0,0.0,0.0,0.0,10.0,-3.228710227094111,0.0
9.295577864900865,155.30072449594883,0.0,-8.701164248657204,93.12012470641066,0.0,12.127911763087099,-434.94920967990856,0.0,6.134564823529371,0.0,0.0,2.2849545315349578,0.0,0.0,-0.13273791847652328,0.0,0.0,-2.171410916909378,0.0,0.0,0.0,-35.13382411545897,0.0,0.0,9.080038288092865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267149419055477,0.0,10.0,0.0,0.0
-23.67681841476164,-41972.890243911876,0.0,2.5653879430029263,12004.766140605276,0.0,10.616752548471126,0.0,0.0,-1.3217728962797461,0.0,0.0,7.438353867716572,0.0,0.0,0.2531692873698185,0.0,0.0,-17.913692034892144,0.0,0.0,0.0,41692.09756098498,0.0,0.0,-11918.926829270968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
-33.901554094490976,-837.2727272727307,0.0,2.2120598642915903,0.0,0.0,5.2704769843455646,0.0,0.0,2.482326469750401,0.0,0.0,8.365744774280493,0.0,0.0,0.10862949637419264,0.0,0.0,-13.186911048678681,0.0,0.0,0.0,837.2727272727307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
29.642629692576644,69.90019664227619,0.0,-1.5035041341399906,79.40460082712133,0.0,-10.204466495995453,193.04727694949398,0.0,6.172804080768123,-272.90945794609263,0.0,-1.4396832595472087,-63.605215050903524,0.0,-0.055276492138623935,0.0,0.0,-5.215734514785035,0.0,0.0,0.0,-38.94155983403993,0.0,0.0,-74.01115555023432,0.0,0.0,-190.99145639262957,0.0,0.0,260.86773646341095,0.0,0.0,63.49655968227153,0.0,0.0,0.0,0.0,10.0,0.0,0.0
33.0528585694171,65.1906519187527,0.0,0.7478632408820295,9.932433503868431,0.0,-0.2860230462797549,-55.84403668100076,0.0,-9.03790938863685,9.655956767888362,0.0,-2.3596292627556763,7.020999253911379,0.0,-0.29770791385559064,-2.0138850794063763,0.0,3.0008567085086937,71.35852284548767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
54.95108561450281,0.5255918395034882,-767.5000002074322,-7.62698874569839,-1.2360877744568814,0.0,-0.3922818811798077,1.2449248476210402,0.0,-1.3709866875221555,0.2120180701415475,0.0,5.363198226419873,-0.0787100122828316,0.0,0.1451114811392566,0.023253797391581368,0.0,-13.141644634029266,9.000311273657871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
117.51224582952156,-2.9500117418599983,44.924106002446266,-3.833220071433299,5.680247666722883,-44.89382243254338,-51.34954863430304,-0.3269420101594582,0.0,41.71689545233935,3.4185620313130984,48.18271243052075,3.4575068736724446,4.926614536858675,0.0,-0.19825836634363989,-0.015954710036418532,0.0,-6.204315370624529,0.3111681457974439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
77.72349814199323,0.9840114599232571,-209.27688512475478,16.922965462684825,6.436175340502603,-40.01780874871132,-26.225890116694384,2.1781804781615066,104.06782972474136,35.33597935580362,-2.9239885816330013,-6.36892573999357,-20.354174981735454,3.60153112096079,61.582060587406794,-0.5789568177019812,0.09619047399243719,-0.018857509980468493,0.08799152426480521,-3.756283835440007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
38.69864743259812,4.136599304868272,206.62822751615278,-15.845309281525509,4.201218344701083,191.05235286592634,-24.559658787298417,5.955026153635141,-596.7811460585492,-1.329290955667919,-8.714865039031391,0.0,24.338763862870266,6.130808129909416,0.0,0.0,0.04487307946676242,-0.30576314032714613,0.0,-0.9926818827079726,0.0,-95.93627573182444,0.0,0.0,20.893269130071317,0.0,0.0,15.766208993008885,0.0,0.0,-5.1853414704083995,0.0,0.0,4.037037443345319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107.42012906641502,0.6958238157490855,-168.22235839810867,-18.888408776957142,3.7032189958078003,27.198768125593094,-7.962850085902139,10.896818731529487,0.0,2.734427410971754,-6.907879384383027,0.0,-1.9726283463092011,2.789765845859652,0.0,0.0,-0.023989492070013357,0.0,0.0,0.5333689538838674,0.0,-19.597319032690617,0.0,0.0,7.405672800219535,0.0,0.0,4.323369058680195,0.0,0.0,7.366250768418067,0.0,0.0,-0.489953212336597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-2146.092379592712,0.6408218802419436,-71.39534884946474,536.5390866942197,2.98067690020975,0.0,386.939988066295,10.917304656681711,0.0,-571.8447996211194,-8.550099291516595,0.0,198.60850018733032,3.714430644689101,0.0,-2.8700316929957594,0.09410321368822024,0.0,-40.54698948410269,-3.106830727218883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
-335.72425543004863,0.2573078698985042,25.48177553229881,88.8470151945449,-4.033795464479701,0.0,94.75082581965974,5.320963126789354,0.0,26.37672004025809,5.136530062235155,0.0,-39.11178641966013,6.065109743414101,0.0,0.0,0.013540780875896143,0.0,-57.51508281392694,0.7261939980858857,0.0,-163.8278292003883,0.0,0.0,49.67707749663333,0.0,0.0,40.410029142598226,0.0,0.0,-28.610300652520657,0.0,0.0,-3.4722004926524437,0.0,0.0,-0.2695259424040356,0.0,0.0,0.0,0.0,0.0
79.00977578443204,-4.774877598162086,0.0,-2.3266745466132996,-9.024495733185006,0.0,-7.888754064959159,1.0689856612732165,0.0,-18.606700981905387,20.98602425488163,0.0,8.292593196206685,3.667047699892636,0.0,-0.18651807497039855,0.0731207050503126,0.0,0.0,-0.7660496096456436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
219.1065261023627,2.2571381418540595,80.58713959239904,-90.68359287871043,-3.5831512066382447,-13.78585814315084,-41.388661688973905,-5.630976171602204,0.0,92.38338760385071,6.84567014848046,0.0,-15.525590268849985,10.73394867479781,0.0,0.6410506519109068,-0.08425403566353226,0.0,0.0,4.891884963505961,0.0,-136.80286074441557,0.0,0.0,53.319545860106786,0.0,0.0,28.827846163984436,0.0,0.0,-42.735156579317454,0.0,0.0,8.290296630187193,0.0,0.0,-0.3381127750798566,0.0,0.0,0.0,0.0,0.0
177.82633647109944,-14.113443849022435,-64.12428285487485,-25.726722513713536,-4.625428995083018,28.50187411515182,11.075851283173428,11.651510828095677,0.0,-17.861288411329145,8.655870392619821,0.0,0.0,3.9161718062706425,0.0,0.0,0.44413537141065373,0.0,0.0,-16.028994738396804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
36.547151878916424,-0.19999347861720249,16.820353627832446,4.493047614306964,-4.833860495398156,0.3865300984207103,0.0,10.740115342458596,0.0,0.0,1.9705135837269665,0.0,0.0,3.594807966019971,0.0,-0.3546410391870596,0.3052425225210876,0.0,0.0,-8.839639807402023,3.589255741206977,223.66860208380808,0.0,0.0,5.31395529246074,0.0,0.0,-69.77741708338868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.327398009154248,-6.165345811271496,0.4652384810055948,-4.027383826923455,-2.3536223226662787,14.042000526354206,0.0,12.292644143772964,23.2464078435306,0.0,-0.6173672931208543,-34.02548911958747,0.0,-0.5406807449196261,0.0,0.0,0.3194974667832535,0.0,0.0,-6.49115132132596,0.2305493258170166,1.328511374876335,0.0,0.0,10.260880316518303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280.75627976926256,-3.285599823435414,688.6023529684498,-54.49732405099101,3.2279639366385227,-1983.2770967117567,0.0,1.9099287098776383,4951.830114220142,0.0,-0.07946416270583913,0.0,0.0,6.135884373632171,0.0,0.0,0.1498967718740938,0.0,0.0,-5.260921489709002,0.0,5.806183175307659,0.0,0.0,9.344361508977201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441.0746373907357,-2.2102865532368456,2493.689064412889,-435.14275129206936,-2.1624122885624955,-691.7610498340365,207.55820164140022,1.3343630649746836,0.0,312.768511284073,2.66146001103296,0.0,0.0,2.680208690427838,0.0,0.0,0.08337906973291065,0.0,0.0,4.277437617991121,0.0,-317.39094144209463,0.0,0.0,339.3546696507306,0.0,0.0,-159.38719087086665,0.0,0.0,-239.3010154229101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.023086771679754,-5.273803046042809,42.71979759645794,4.756250582008171,2.4729127235787387,0.0,2.6018142174214898,2.03346283851416,0.0,2.69574369615547,-0.5595655739573676,0.0,2.735597771653754,4.587646244488026,0.0,-0.04847008158609514,-0.265310476323108,0.0,-15.712610652994275,13.512292291693415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
-99.19382211325225,0.30636629888979156,0.0,-8.8068263097616,1.5574625014188535,0.0,19.20557934602167,5.1148606200952536,0.0,47.46699661356595,-1.2562442372388911,0.0,4.648221545874759,5.733405737572987,0.0,1.0068218432083906,-0.0035342579958957676,0.0,-43.150759148779535,0.4881513317793391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
-1.9055362136714806,-20.591773840754048,0.0,-10.819289608266153,-5.275842717366965,0.0,10.50642373417016,10.089158014529403,0.0,7.188147120602943,23.576089176977792,0.0,5.665188465304528,7.163002938016168,0.0,0.13819024522018997,-0.24879113100739775,0.0,-10.142975201931698,8.758700314843136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
18.58149509506394,-219.4661049897936,0.0,-1.770132096083606,0.9021852024700185,0.0,12.04950781767235,-51.592924528636786,0.0,-12.471136234133605,108.04954071785092,0.0,5.963919621118313,71.46293657818495,0.0,-0.13880498259674262,-0.3922865202200981,0.0,-5.047559200355685,0.0,0.0,0.0,-16.676894271450436,0.0,0.0,13.094617204205836,0.0,0.0,-15.379283113835747,0.0,0.0,-14.19418504445651,0.0,0.0,23.589480932183065,0.0,0.0,0.0,0.0,10.0,-4.8976043026657905,0.0
