,forecasts_24h
2021-01-11 22:00:00,"[0.98453893 0.81781347 0.74006742 0.73623851 0.70769919 0.75521221
 0.6097065  0.5638679  0.53950293 0.25383282 0.29290556 0.29022707
 0.35354541 0.38179798 0.44115396 0.44411368 0.27968651 0.25801256
 0.43996954 0.48333344 0.59843979 0.58085383 0.80611826 0.91199212]"
2021-01-11 23:00:00,"[0.79001608 0.72740503 0.72610189 0.70049511 0.75073194 0.60676067
 0.56187637 0.53818661 0.25296566 0.29233015 0.28984546 0.35329284
 0.38163071 0.44104313 0.44404027 0.27963789 0.25798036 0.4399482
 0.4833193  0.59843043 0.58084763 0.80611416 0.9119894  0.96175076]"
2021-01-12 00:00:00,"[0.59627708 0.6663699  0.65267791 0.71674832 0.58562605 0.54798007
 0.52879203 0.24675622 0.28823949 0.28713106 0.35149268 0.38043924
 0.44025407 0.44351747 0.2792916  0.257751   0.43979628 0.48321867
 0.59836377 0.58080348 0.80608491 0.91197003 0.96173792 0.98513008]"
2021-01-12 01:00:00,"[0.71342397 0.67411219 0.73390708 0.59782076 0.55556404 0.53377859
 0.25012738 0.2904677  0.28859895 0.35246672 0.38108521 0.44068162
 0.44380062 0.2794792  0.25787526 0.43987858 0.48327319 0.59839988
 0.5808274  0.80610075 0.91198053 0.96174488 0.98513469 0.9858907 ]"
2021-01-12 02:00:00,"[0.68810966 0.74028327 0.60292509 0.55919168 0.53603464 0.25161076
 0.29147054 0.28926179 0.35290338 0.38137496 0.44087378 0.4439278
 0.27956343 0.25793107 0.43991555 0.48329767 0.5984161  0.58083814
 0.80610787 0.91198524 0.961748   0.98513676 0.98589207 0.99648476]"
2021-01-12 03:00:00,"[0.79314534 0.62700505 0.57846839 0.54973458 0.26013084 0.2970726
 0.29304906 0.35540661 0.38302404 0.44196805 0.4446535  0.28004375
 0.25824916 0.4401263  0.48343727 0.59850856 0.58089939 0.80614844
 0.91201211 0.9617658  0.98514855 0.98589988 0.99648993 1.00146682]"
2021-01-12 04:00:00,"[0.66339445 0.59504465 0.56300436 0.26956166 0.30293768 0.29690543
 0.35801371 0.38474723 0.44310325 0.44540678 0.28054331 0.25857981
 0.44034528 0.48358235 0.59860466 0.58096304 0.8061906  0.91204004
 0.9617843  0.9851608  0.985908   0.99649531 1.00147038 0.94717472]"
2021-01-12 05:00:00,"[0.62751066 0.57779342 0.28140073 0.3113517  0.30213816 0.3614543
 0.38707323 0.44464065 0.44641959 0.28121537 0.25902551 0.44064027
 0.48377772 0.5987341  0.58104877 0.80624739 0.91207765 0.96180921
 0.9851773  0.98591893 0.99650255 1.00147518 0.94717789 0.97829075]"
2021-01-12 06:00:00,"[0.52137773 0.25570201 0.29077912 0.28751725 0.35236147 0.38109458
 0.44059878 0.44374807 0.27945544 0.25785768 0.43986579 0.48326511
 0.59839462 0.58082385 0.8060984  0.91197898 0.96174385 0.98513401
 0.98589025 0.99648355 1.0014626  0.94716956 0.97828523 0.97075272]"
2021-01-12 07:00:00,"[0.28040595 0.30203237 0.29652581 0.35876384 0.38507625 0.44321678
 0.44551797 0.28062527 0.25862834 0.44037717 0.48360425 0.59861909
 0.5809725  0.80619689 0.91204422 0.96178706 0.98516263 0.98590921
 0.99649611 1.00147092 0.94717507 0.97828888 0.97075514 0.98937102]"
2021-01-12 08:00:00,"[0.3450824  0.31613615 0.37446249 0.39623326 0.4501554  0.4500802
 0.28370956 0.26066694 0.44172015 0.4844954  0.59921009 0.58136367
 0.80645595 0.91221585 0.96190075 0.98523793 0.98595909 0.99652915
 1.0014928  0.94718956 0.97829849 0.9707615  0.98937523 0.97741475]"
2021-01-12 09:00:00,"[0.28692691 0.36115696 0.3855818  0.44258542 0.44537239 0.28061411
 0.25857426 0.44033698 0.48358419 0.59860545 0.58096268 0.80619054
 0.91204009 0.96178429 0.98516079 0.985908   0.99649531 1.00147038
 0.94717472 0.97828865 0.97075499 0.98937091 0.97741189 0.94575769]"
2021-01-12 10:00:00,"[0.38542    0.39663421 0.45143319 0.45166049 0.28452472 0.26114554
 0.44207529 0.48473315 0.59936235 0.58146493 0.80652363 0.91226055
 0.9619303  0.98525753 0.98597207 0.99653775 1.00149849 0.94719334
 0.97830098 0.97076316 0.98937633 0.97741547 0.94576006 0.79332531]"
2021-01-12 11:00:00,"[0.38221598 0.44486534 0.44640273 0.28078803 0.25882167 0.44054731
 0.48370016 0.59867959 0.58101515 0.80622517 0.91206261 0.96179929
 0.98517076 0.98591459 0.99649967 1.00147327 0.94717663 0.97828992
 0.97075583 0.98937147 0.97741226 0.94575793 0.7933239  0.90597804]"
2021-01-12 12:00:00,"[0.47056625 0.45811013 0.29016015 0.26548242 0.44468967 0.48642382
 0.60052092 0.58223219 0.80702693 0.91259463 0.96215211 0.98540429
 0.98606924 0.99660214 1.00154115 0.94722159 0.9783197  0.97077555
 0.98938454 0.97742091 0.94576366 0.79332769 0.90598056 0.95892712]"
2021-01-12 13:00:00,"[0.40173714 0.26448087 0.24492541 0.43007983 0.47733787 0.59454679
 0.57819338 0.80435744 0.91083603 0.96098517 0.98463039 0.98555702
 0.99626291 1.00131639 0.94707271 0.97822109 0.97071024 0.98934127
 0.97739225 0.94574468 0.79331512 0.90597223 0.9589216  0.98380817]"
2021-01-12 14:00:00,"[0.25947194 0.24264372 0.42825327 0.47603973 0.59373947 0.57766256
 0.80399858 0.91059883 0.96082891 0.9845267  0.98548825 0.9962174
 1.00128625 0.94705274 0.97820786 0.97070148 0.98933547 0.97738841
 0.94574214 0.79331343 0.90597111 0.95892086 0.98380768 0.98926284]"
2021-01-12 15:00:00,"[0.24025436 0.42716486 0.47516843 0.59312023 0.57727745 0.80374537
 0.91042765 0.96071577 0.98445216 0.98543879 0.9961846  1.00126454
 0.94703836 0.97819834 0.97069517 0.98933129 0.97738564 0.9457403
 0.79331222 0.90597031 0.95892033 0.98380732 0.98926261 0.75986703]"
2021-01-12 16:00:00,"[0.41688266 0.47048464 0.58937072 0.57461268 0.80208813 0.90933799
 0.9599791  0.98396526 0.98511803 0.99597175 1.00112338 0.94694494
 0.97813647 0.97065417 0.98930414 0.97736766 0.94572839 0.79330433
 0.90596508 0.95891687 0.98380503 0.98926109 0.75986602 0.67791646]"
2021-01-12 17:00:00,"[0.48831222 0.59749162 0.5811137  0.80670839 0.91221137 0.96186838
 0.98524251 0.98596224 0.9965279  1.00149242 0.94718968 0.97829845
 0.97076145 0.98937521 0.97741474 0.94575957 0.79332498 0.90597876
 0.95892593 0.98381103 0.98926507 0.75986865 0.6779182  0.82515122]"
2021-01-12 18:00:00,"[0.57797313 0.57222254 0.79959077 0.90715288 0.95872248 0.98317403
 0.98456385 0.99560362 1.00088353 0.94678564 0.9780305  0.9705841
 0.98925776 0.97733692 0.94570803 0.79329084 0.90595615 0.95891095
 0.98380111 0.9892585  0.7598643  0.67791532 0.82514931 0.92093553]"
2021-01-12 19:00:00,"[0.59809144 0.81137468 0.91658624 0.96542676 0.98734347 0.98730531
 0.99745698 1.00210852 0.94759264 0.978566   0.97093923 0.98949281
 0.97749258 0.94581116 0.79335916 0.9060014  0.95894092 0.98382096
 0.98927165 0.75987301 0.67792109 0.82515313 0.92093807 0.96595685]"
2021-01-12 20:00:00,"[0.94718272 0.97845013 1.0149506  1.02254    1.00919425 1.01184925
 1.0118384  0.9540237  0.98280265 0.97375051 0.99135722 0.97872658
 0.94662839 0.79390062 0.90636005 0.95917847 0.98397831 0.98937587
 0.75994205 0.67796682 0.82518342 0.92095813 0.96597014 0.89234978]"
2021-01-12 21:00:00,"[0.9804357  1.01585508 1.02326406 1.00970884 1.01216928 1.01204883
 0.95416595 0.98289667 0.97381246 0.99139832 0.97875384 0.94664643
 0.79391257 0.90636796 0.95918371 0.98398179 0.98937817 0.75994357
 0.67796783 0.82518409 0.92095857 0.96597044 0.89234998 0.95239172]"
2021-01-12 22:00:00,"[1.01326938 1.02208622 1.00876594 1.01149916 1.01163207 0.95389193
 0.98271142 0.97369001 0.99131766 0.97870031 0.94661093 0.79388907
 0.9063524  0.95917341 0.98397496 0.98937365 0.75994058 0.67796584
 0.82518277 0.9209577  0.96596986 0.89234959 0.95239147 0.92506037]"
2021-01-12 23:00:00,"[0.99977089 0.99860076 1.00336164 1.00584875 0.95029525 0.98034655
 0.97209125 0.99026094 0.97800417 0.94614899 0.79358272 0.90614964
 0.95903912 0.98388599 0.98931472 0.75990154 0.67793999 0.82516565
 0.92094636 0.96596235 0.89234462 0.95238817 0.92505818 0.96789341]"
2021-01-13 00:00:00,"[0.98334296 0.99641134 1.00028483 0.94634098 0.97788737 0.9704743
 0.9891678  0.97728165 0.94567301 0.79326688 0.90594018 0.95890049
 0.98379417 0.98925389 0.75986125 0.6779133  0.82514797 0.92093465
 0.96595459 0.89233948 0.95238477 0.92505593 0.96789192 0.89722142]"
2021-01-13 01:00:00,"[0.99743147 1.00074953 0.94671298 0.97815175 0.97063872 0.98927591
 0.97735474 0.94572132 0.7932987  0.90596129 0.95891449 0.98380344
 0.98926003 0.75986532 0.67791599 0.82514975 0.92093583 0.96595537
 0.89234    0.95238511 0.92505616 0.96789207 0.89722152 0.74100892]"
2021-01-13 02:00:00,"[0.99440366 0.94382228 0.97583766 0.9689941  0.98825311 0.97668223
 0.94526668 0.7929982  0.90576333 0.95878313 0.98371633 0.98920236
 0.75982713 0.67789069 0.825133   0.92092473 0.96594802 0.89233513
 0.95238189 0.92505402 0.96789065 0.89722058 0.7410083  0.80628907]"
2021-01-13 03:00:00,"[0.93905947 0.97366808 0.96725729 0.98701876 0.97591458 0.94476194
 0.79265697 0.90553779 0.95863455 0.98361773 0.98913698 0.75978385
 0.67786203 0.82511401 0.92091215 0.96593969 0.89232961 0.95237823
 0.9250516  0.96788905 0.89721952 0.74100759 0.8062886  0.84536928]"
2021-01-13 04:00:00,"[1.00040424 0.97943626 0.99676839 0.98284363 0.94907115 0.79549034
 0.90745329 0.95990061 0.98445179 0.98969043 0.76015089 0.67810497
 0.82527489 0.92101875 0.9660103  0.89237637 0.95240921 0.92507212
 0.96790264 0.89722852 0.74101356 0.80629255 0.8453719  0.85362222]"
2021-01-13 05:00:00,"[0.97409905 0.99433715 0.98089736 0.94768794 0.79463011 0.90688767
 0.95951823 0.98419905 0.98952393 0.76004041 0.6780317  0.8252264
 0.92098663 0.96598902 0.89236228 0.95239987 0.92506594 0.96789855
 0.89722581 0.74101176 0.80629136 0.84537111 0.8536217  0.93431806]"
2021-01-13 06:00:00,"[1.00275329 0.98473111 0.95075697 0.79681127 0.90824415 0.96041013
 0.98480202 0.98992247 0.76030296 0.67820591 0.82534193 0.9210631
 0.96603966 0.89239583 0.9524221  0.92508066 0.9679083  0.89723227
 0.74101604 0.8062942  0.84537299 0.85362294 0.93431889 0.92270721]"
2021-01-13 07:00:00,"[0.97816573 0.94776628 0.79441713 0.90654264 0.95935195 0.98410625
 0.9894521  0.75999206 0.6780011  0.82520603 0.92097297 0.96598001
 0.89235633 0.95239592 0.92506332 0.96789681 0.89722466 0.741011
 0.80629086 0.84537078 0.85362147 0.93431792 0.92270657 0.94619976]"
2021-01-13 08:00:00,"[0.95149327 0.79611487 0.90790173 0.96031786 0.98470696 0.98984706
 0.76025908 0.67817759 0.82532229 0.92105012 0.96603117 0.89239019
 0.95241835 0.92507818 0.96790666 0.89723118 0.74101532 0.80629372
 0.84537267 0.85362273 0.93431875 0.92270712 0.94620013 0.97782987]"
2021-01-13 09:00:00,"[0.81635016 0.9171194  0.96769687 0.98995121 0.9931085  0.76240352
 0.67962733 0.82628052 0.92168138 0.96645005 0.89266799 0.95260221
 0.92519994 0.96798733 0.89728462 0.74105071 0.80631716 0.8453882
 0.85363302 0.93432556 0.92271164 0.94620312 0.97783185 0.99269713]"
2021-01-13 10:00:00,"[1.00801264 1.00910096 1.0230964  1.01666474 0.77705329 0.68925975
 0.83279251 0.92598554 0.96928555 0.89454952 0.95385002 0.92602583
 0.96853428 0.897647   0.74129075 0.80647615 0.84549351 0.85370277
 0.93437177 0.92274224 0.94622339 0.97784528 0.99270602 0.99968955]"
2021-01-13 11:00:00,"[0.99978579 1.01885311 1.01326787 0.77463913 0.68775838 0.83180533
 0.92531816 0.96884443 0.89425892 0.95365719 0.92589795 0.96844964
 0.89759095 0.74125361 0.80645155 0.84547722 0.85369198 0.93436462
 0.92273751 0.94622025 0.9778432  0.99270465 0.99968864 1.00297052]"
2021-01-13 12:00:00,"[1.01127631 1.00981645 0.77187618 0.68579474 0.83058414 0.92451521
 0.9683016  0.89390013 0.95342083 0.9257411  0.96834562 0.89752211
 0.74120802 0.80642134 0.84545721 0.85367873 0.93435584 0.92273169
 0.9462164  0.97784065 0.99270296 0.99968752 1.00296978 1.00451213]"
2021-01-13 13:00:00,"[0.95522508 0.74700847 0.66588742 0.81643602 0.91571641 0.96251627
 0.88998896 0.9508357  0.92403808 0.96721556 0.89677266 0.74071198
 0.80609284 0.84523956 0.85353456 0.93426035 0.92266844 0.94617451
 0.9778129  0.99268458 0.99967534 1.00296172 1.00450679 0.93444649]"
2021-01-13 14:00:00,"[0.67559005 0.63335458 0.79039254 0.89720734 0.95100537 0.88242039
 0.94571898 0.92065613 0.9649876  0.89529427 0.73973153 0.80544391
 0.8448098  0.85324982 0.93407174 0.92254352 0.94609176 0.97775809
 0.99264827 0.99965129 1.00294579 1.00449624 0.9344395  0.8853469 ]"
2021-01-13 15:00:00,"[0.49541669 0.72755845 0.84690682 0.91525685 0.86018817 0.93110099
 0.91077365 0.95845568 0.89099118 0.73687616 0.80355026 0.84355645
 0.85241978 0.93352179 0.92217924 0.94585049 0.97759827 0.99254241
 0.99958117 1.00289934 1.00446547 0.93441912 0.8853334  0.87999847]"
2021-01-13 16:00:00,"[0.88373064 0.91804708 0.97220669 0.90066236 0.95627214 0.92732402
 0.96964454 0.89838656 0.74174809 0.80678309 0.84570042 0.85383881
 0.93446156 0.92280189 0.94626292 0.97787144 0.99272335 0.99970103
 1.00297873 1.00451806 0.93445395 0.88535647 0.88001375 0.79087985]"
2021-01-13 17:00:00,"[0.95064486 0.98705578 0.91254949 0.96472031 0.93257798 0.97309909
 0.90072201 0.74329173 0.80780001 0.84637521 0.85428632 0.93475775
 0.92299805 0.94639288 0.97795753 0.99278037 0.9997388  1.00300375
 1.00453463 0.93446493 0.88536374 0.88001857 0.79088304 0.85972249]"
2021-01-13 18:00:00,"[1.00517173 0.92080174 0.97132648 0.93727298 0.97601894 0.90264185
 0.74458963 0.80865787 0.84694035 0.85466133 0.93500645 0.92316266
 0.9465019  0.97802975 0.99282821 0.99977049 1.00302474 1.00454853
 0.93447414 0.88536984 0.88002261 0.79088571 0.85972426 0.93718706]"
2021-01-13 19:00:00,"[0.91040897 0.96659232 0.93348315 0.97332551 0.90096679 0.74348826
 0.80791329 0.84644821 0.85433712 0.93479132 0.92301998 0.94640746
 0.97796721 0.99278678 0.99974304 1.00300656 1.00453649 0.93446616
 0.88536456 0.88001911 0.79088339 0.85972272 0.93718604 0.97359358]"
2021-01-13 20:00:00,"[1.00574511 0.9513182  0.98760299 0.91111378 0.74979873 0.81206251
 0.84925329 0.85619116 0.93601272 0.92383046 0.94694496 0.97832297
 0.99302238 0.99989914 1.00310996 1.00460497 0.93451152 0.88539461
 0.88003901 0.79089658 0.85973146 0.93719182 0.97359741 0.88552529]"
2021-01-13 21:00:00,"[0.94062565 0.98273227 0.90721462 0.74702761 0.81033913 0.84812014
 0.8554251  0.93550639 0.9234969  0.94672362 0.97817618 0.99292522
 0.9998348  1.00306733 1.00457674 0.93449282 0.88538222 0.88003081
 0.79089114 0.85972786 0.93718944 0.97359583 0.88552424 0.65866019]"
2021-01-13 22:00:00,"[1.00864957 0.91902059 0.75647863 0.81705596 0.85229738 0.85817169
 0.93736322 0.92472419 0.94753214 0.97871268 0.99328102 1.00007029
 1.00322328 1.00468007 0.93456127 0.88542755 0.88006083 0.79091103
 0.85974103 0.93719817 0.97360161 0.88552807 0.65866272 0.70604651]"
2021-01-13 23:00:00,"[0.90680947 0.75091616 0.81260304 0.8491327  0.85620355 0.93606914
 0.92384933 0.94695389 0.97833174 0.99302824 0.99990265 1.00311233
 1.00460659 0.93451258 0.8853953  0.88003948 0.79089689 0.85973166
 0.93719196 0.9735975  0.88552535 0.65866092 0.70604532 0.79897399]"
2021-01-14 00:00:00,"[0.79451384 0.83246285 0.86503106 0.8675025  0.94309602 0.9284696
 0.95007742 0.98039627 0.99438831 1.00080514 1.00371085 1.00500273
 0.93477493 0.88556912 0.88015461 0.79097314 0.85978217 0.93722542
 0.97361966 0.88554003 0.65867064 0.70605176 0.79897826 0.86243006]"
2021-01-14 01:00:00,"[0.93477295 0.91163581 0.90481096 0.9696111  0.94495949 0.96091974
 0.98772621 0.99923311 1.0039968  1.00582871 1.00640727 0.93570455
 0.88618477 0.88056251 0.79124333 0.85996113 0.93734396 0.97369818
 0.88559204 0.65870509 0.70607458 0.79899337 0.86244007 0.93846514]"
2021-01-14 02:00:00,"[0.94061312 0.91801083 0.98017799 0.95246936 0.96559018 0.99079708
 1.00130917 1.00536899 1.00673268 1.00700711 0.93610236 0.88644807
 0.88073689 0.79135886 0.86003765 0.93739464 0.97373175 0.88561428
 0.65871982 0.70608434 0.79899983 0.86244435 0.93846798 0.92381805]"
2021-01-14 03:00:00,"[0.94393468 0.99198694 0.96192277 0.9723087  0.99497538 1.00405645
 1.00722629 1.00796028 1.00781583 0.93663899 0.88680396 0.88097244
 0.79151486 0.86014101 0.9374631  0.9737771  0.88564431 0.65873972
 0.70609751 0.79900856 0.86245013 0.93847181 0.92382059 0.83483896]"
2021-01-14 04:00:00,"[1.01617415 0.97294063 0.98112882 1.00124383 1.00795484 1.00978953
 1.00969316 1.00896119 0.93739354 0.88730464 0.88130449 0.79173463
 0.86028656 0.93755954 0.97384097 0.88568662 0.65876774 0.70611608
 0.79902086 0.86245828 0.9384772  0.92382416 0.83484133 0.80244242]"
2021-01-14 05:00:00,"[0.95935831 0.97494174 0.99629089 1.00443479 1.00760039 1.00825377
 1.00798809 0.93675036 0.88688093 0.88102333 0.79154817 0.86016314
 0.9374778  0.97378682 0.88565075 0.65874399 0.70610034 0.79901043
 0.86245137 0.93847263 0.92382113 0.83483932 0.80244109 0.66994719]"
2021-01-14 06:00:00,"[0.98850197 1.0024679  1.00937967 1.01111471 1.01043935 1.00942514
 0.93772187 0.88752306 0.88144635 0.79182887 0.8603493  0.93760102
 0.97386842 0.88570481 0.6587798  0.70612406 0.79902615 0.86246178
 0.93847952 0.9238257  0.83484235 0.80244309 0.66994852 0.84799238]"
2021-01-14 07:00:00,"[1.00079072 1.00861567 1.01050311 1.01000468 1.00915482 0.93754413
 0.8874029  0.88136693 0.79177655 0.86031458 0.93757799 0.97385318
 0.88569472 0.65877311 0.70611963 0.79902321 0.86245984 0.93847824
 0.92382484 0.83484178 0.80244272 0.66994827 0.84799221 0.83265747]"
2021-01-14 08:00:00,"[1.00051346 1.00681235 1.00705013 1.00705502 0.93623825 0.88654427
 0.88078645 0.79139288 0.86006183 0.93741027 0.97374195 0.8856211
 0.65872435 0.70608733 0.79900181 0.86244567 0.93846885 0.92381862
 0.83483766 0.80243999 0.66994646 0.84799102 0.83265668 0.65732283]"
2021-01-14 09:00:00,"[0.9988551  1.0034254  1.00415332 0.93417602 0.88526175 0.87994318
 0.79082279 0.85968502 0.93716204 0.97357723 0.88551186 0.65865205
 0.70603944 0.79897009 0.86242465 0.93845493 0.92380941 0.83483156
 0.80243594 0.66994378 0.84798924 0.8326555  0.65732205 0.47743083]"
2021-01-14 10:00:00,"[0.99889814 1.00209104 0.93252511 0.88408845 0.87921349 0.79034301
 0.85936066 0.93694766 0.973436   0.88541815 0.6585899  0.70599831
 0.79894285 0.8624066  0.93844298 0.92380149 0.83482631 0.80243247
 0.66994148 0.84798772 0.83265449 0.65732138 0.47743038 0.60116686]"
2021-01-14 11:00:00,"[0.99754127 0.93045257 0.88242933 0.87803436 0.7896097  0.8588785
 0.93662169 0.97322055 0.88527621 0.65849572 0.70593585 0.79890151
 0.86237922 0.93842484 0.92378947 0.83481835 0.8024272  0.66993799
 0.8479854  0.83265296 0.65732037 0.47742971 0.60116641 0.58340216]"
2021-01-14 12:00:00,"[0.92661223 0.88067996 0.87663394 0.78861442 0.85825953 0.93621471
 0.97294541 0.88509436 0.65837592 0.70585635 0.79884879 0.86234433
 0.93840173 0.92377416 0.83480821 0.80242048 0.66993354 0.84798246
 0.83265101 0.65731907 0.47742885 0.60116584 0.58340179 0.58871085]"
2021-01-14 13:00:00,"[0.91136107 0.89060994 0.79980261 0.86621097 0.94115976 0.97619685
 0.88729249 0.65982879 0.70681347 0.7994839  0.86276553 0.93868051
 0.92395878 0.83493053 0.80250151 0.66998721 0.848018   0.83267455
 0.65733467 0.47743919 0.60117269 0.58340632 0.58871385 0.40269552]"
2021-01-14 14:00:00,"[0.926702   0.81624343 0.87937232 0.95051352 0.98201401 0.89111735
 0.66241458 0.70852258 0.80060982 0.86351265 0.93917599 0.92428673
 0.83514772 0.8026454  0.67008252 0.84808113 0.83271637 0.65736237
 0.47745753 0.60118484 0.58341437 0.58871918 0.40269906 0.34946351]"
2021-01-14 15:00:00,"[0.83918882 0.88982451 0.95888079 0.98796062 0.89481558 0.66484622
 0.71016649 0.80169638 0.86422845 0.93965097 0.92460173 0.83535621
 0.80278348 0.670174   0.84814173 0.8327565  0.65738895 0.47747514
 0.6011965  0.5834221  0.5887243  0.40270245 0.34946575 0.45102794]"
2021-01-14 16:00:00,"[0.96108804 0.99134308 1.01394762 0.91328451 0.67633217 0.71771865
 0.80680201 0.86760306 0.94187409 0.92607691 0.83633453 0.803431
 0.67060283 0.84842585 0.8329447  0.6575136  0.47755771 0.6012512
 0.58345832 0.58874829 0.40271834 0.34947628 0.45103491 0.72009408]"
2021-01-14 17:00:00,"[0.99887307 1.01737772 0.91603041 0.67828367 0.7189323  0.8076
 0.86814255 0.94223067 0.92631182 0.8364904  0.80353437 0.67067125
 0.84847116 0.83297472 0.65753349 0.47757088 0.60125992 0.5834641
 0.58875212 0.40272088 0.34947796 0.45103603 0.72009481 0.72912371]"
2021-01-14 18:00:00,"[1.00515227 0.91046141 0.67382553 0.7157639  0.80562956 0.86684695
 0.94135478 0.92573289 0.83610902 0.8032813  0.67050341 0.84836008
 0.83290116 0.65748475 0.47753859 0.60123854 0.58344994 0.58874274
 0.40271466 0.34947384 0.4510333  0.72009301 0.72912252 0.63855218]"
2021-01-14 19:00:00,"[0.89239003 0.66559357 0.70917398 0.80094611 0.86393429 0.93943967
 0.92443818 0.83525327 0.80271755 0.67012933 0.84811199 0.83273696
 0.657376   0.47746655 0.60119081 0.58341833 0.5887218  0.40270079
 0.34946466 0.45102721 0.72008898 0.72911985 0.63855041 0.702066  ]"
