,FC_1h,FC_2h,FC_3h,FC_4h,FC_5h,FC_6h,FC_7h,FC_8h,FC_9h,FC_10h,FC_11h,FC_12h,FC_13h,FC_14h,FC_15h,FC_16h,FC_17h,FC_18h,FC_19h,FC_20h,FC_21h,FC_22h,FC_23h,FC_24h
2021-01-01 11:00:00,0.2153735151370269,0.31580712764247126,0.16012278912040792,0.2511888225661449,0.625920891022713,0.3575234715099008,0.537589757141511,0.5884136354612789,0.8100792062179508,0.855197784985094,0.8188972995230954,0.9181178383460394,0.9167955191906375,0.9200916416601722,0.9655938558007395,0.9482160007803347,0.9787926206444675,0.9885623041953354,0.9977467442773857,1.0020611515188143,0.9044116786226092,0.7912859767465454,0.9050214179498497,0.9079142067116317
2021-01-01 12:00:00,0.4005473717566115,0.19872404423831036,0.2820902512872801,0.6478825011608247,0.37118153138948884,0.5465701123232064,0.594484797145206,0.8140919993911158,0.8578413311058835,0.8206514584922595,0.9192811725411457,0.9175654965582745,0.9206015643430455,0.9659317091566985,0.9484397888440296,0.9789408425589831,0.9886604854150511,0.9978117790380608,1.0021042290347486,0.9044402123142412,0.7913048770295074,0.905033937172652,0.9079224992181009,0.9598414492997716
2021-01-01 13:00:00,0.1763966512803444,0.271919577356636,0.6397405805275771,0.3653950776841773,0.5429714813166183,0.5921186496182559,0.8124923673149348,0.8567840387771569,0.8199549359172021,0.9188189860437536,0.9172589808054925,0.920398690402385,0.9657973545269979,0.9483507711084834,0.9788818787916532,0.9886214318465257,0.9977859102115475,1.0020870936503432,0.9044288622333443,0.7912973589611767,0.9050289573186391,0.9079192006483368,0.9598392643868948,0.9842411774278284
2021-01-01 14:00:00,0.32577978454450496,0.6642752230707543,0.3850357734447384,0.5569301013864952,0.6007996009488666,0.8182002077367216,0.8606428195676266,0.8225054344904374,0.9204992023714836,0.9183739099221986,0.9211380961172512,0.9662867458543941,0.9486748738017959,0.979096615625861,0.9887636697124036,0.9978801188500646,1.0021494968318672,0.9044701977961691,0.7913247386785427,0.9050470931000403,0.9079312135138516,0.9598472215026786,0.9842464480772252,0.9249535164410809
2021-01-01 15:00:00,0.6810391595718579,0.3926721567998276,0.563043248620019,0.6051442077135274,0.8209021452983043,0.8624193792836987,0.8237064762153138,0.921293042543296,0.9188968756012561,0.9214851167079908,0.9665168851557402,0.9488271963709989,0.9791974922703117,0.9888305063407989,0.9979243902458895,1.0021788191779257,0.904489620725028,0.7913376043318072,0.9050556150101351,0.9079368582579713,0.9598509604952522,0.9842489247216849,0.9249551569255205,0.8776904040791306
2021-01-01 16:00:00,0.22881888405119033,0.48840407275507736,0.5453933740748282,0.7784372959982208,0.8360102293684235,0.8063421105311177,0.9095538775019769,0.9111377606593539,0.9163735703809602,0.9631250529628594,0.9465777797312285,0.9777086682416746,0.9878445226289156,0.9972711188438338,1.0017461038014033,0.904203019641442,0.7911477616621164,0.9049298641524355,0.9078535638086629,0.9597957879051046,0.9842123792378765,0.9249309498247519,0.8776743697339565,0.9456205267261626
2021-01-01 17:00:00,0.5814921539660247,0.5877972732944223,0.81238285204893,0.8601352973267606,0.8213456380822369,0.9194188954895439,0.9178069979005986,0.9207816673919055,0.9660290171719484,0.9485047424664138,0.9789866035268698,0.9886903511544111,0.997831274465414,1.0021172393930653,0.9044488532670709,0.7913105850497514,0.9050377172917534,0.9079250052016697,0.9598431090255899,0.9842437238089439,0.9249517119914611,0.8776881222365732,0.9456296361348469,0.6426602871550924
2021-01-01 18:00:00,0.5375012924920444,0.7894718018548493,0.841794334517746,0.8083107367382194,0.9113124104931565,0.912476876698579,0.917178243367169,0.9636472991286352,0.9469357153019141,0.9779454554069924,0.9879998759857886,0.9973742688560276,1.001814584359007,0.904248326751211,0.7911777598464131,0.9049497429574227,0.9078667315821681,0.9598045088644905,0.9842181559581888,0.9249347763545444,0.8776769043284949,0.9456222055852147,0.6426553652935786,0.4460880513097733
2021-01-01 19:00:00,0.8467526330304539,0.8678871550033321,0.8291987993130233,0.9261575327348531,0.921709149160471,0.923248584731383,0.9677511483810448,0.9496481942509372,0.9797323810954044,0.9891856134688259,0.998160633709319,1.0023350565864086,0.904593012979291,0.7914061344663721,0.9051010142504148,0.9079669233452513,0.9598708752283115,0.9842621167136212,0.9249638949385596,0.8776961919006547,0.9456349813793942,0.6426638277602057,0.4460936566944172,0.42322245592139074
2021-01-01 20:00:00,0.8865003459122798,0.8376775633093454,0.9329450302002958,0.9265330158656219,0.9262485769858565,0.96972368300346,0.9509817246489592,0.9806137909401723,0.989766268258498,0.9985459346500822,1.0025905828914219,0.9047621384743756,0.791518138961336,0.9051752237252568,0.9080160783836424,0.9599034321653442,0.9842836822142323,0.924978179820894,0.8777056538751434,0.9456412488035116,0.6426679792065306,0.44609640654115756,0.4232242773700735,0.4290683650211972
2021-01-01 21:00:00,0.8329462119024968,0.9307897838398747,0.9248076783971996,0.9250223816154058,0.9689611045910227,0.9504803192474633,0.9802748162337063,0.9895422196399967,0.9983983359997785,1.0024926419119813,0.9046971853586725,0.791475148366493,0.9051467529150978,0.9079972148204354,0.9598909372760379,0.9842754064537469,0.9249726980116677,0.8777020227514709,0.9456388436314739,0.6426663860683063,0.4460953512706504,0.42322357837701496,0.42906790202085354,0.3273889677182433
2021-01-01 22:00:00,0.9130516688870749,0.9167275329154208,0.9185539898779105,0.9643640259626712,0.9476213678872332,0.9783950178664119,0.9882713835104537,0.9975583645395648,1.001939285883051,0.9043299988610906,0.7912316353120165,0.9049855786442307,0.9078904760771097,0.9598202166671013,0.9842285623781796,0.9249416716984243,0.8776814711259743,0.9456252303350662,0.6426573689367472,0.446089378501661,0.42321962210576125,0.4290652814547281,0.32738723190269853,0.6066939917332993
2021-01-01 23:00:00,0.9468098313715778,0.9322572130557304,0.9753338551297758,0.9554176129613279,0.9832435504370335,0.9914593578624533,0.9997135919602633,1.003363804341074,0.9052684425040082,0.7918543516400325,0.905398555581308,0.9081638136066376,0.9600012362817616,0.9843484983731087,0.9250211151717512,0.8777340890516933,0.945660084102425,0.6426804559021094,0.4461046707716402,0.4232297514019027,0.42907199094629156,0.3273916761546678,0.6066969355253212,0.8182637919730952
2021-01-02 00:00:00,0.9549411880380393,0.9856669608994594,0.9636895650114502,0.989122417321971,0.995115461191565,1.0021175283001142,1.0049889835129235,0.9063426204332886,0.7925619981035923,0.9058681234777365,0.9084752246021299,0.9602073502424542,0.9844849987278355,0.9251115545745919,0.8777939945061943,0.9456997613801559,0.6427067378694915,0.4461220798185406,0.4232412827504842,0.429079629082739,0.32739673553997345,0.6067002867752476,0.8182660117803574,0.8998170622120598
2021-01-02 01:00:00,0.9964107614327734,0.9685836290970303,0.9930402581288387,0.9978998661833239,1.0038491668214844,1.0061275587648486,0.9071123532894951,0.7930707604972416,0.9062032857435439,0.9086976258267835,0.9603548436875872,0.9845826203872906,0.9251762051741916,0.8778368292785493,0.945728134372743,0.6427255302001117,0.4461345277345428,0.42324952818928047,0.4290850906700109,0.32740035318699084,0.6067026830495595,0.8182675990313033,0.8998181135783423,0.9284204773388532
2021-01-02 02:00:00,0.9473938404750935,0.9833877908148658,0.9901727850359681,0.9983575390655252,1.0027122818222378,0.9048667634869247,0.7915526313707932,0.9051998635795909,0.90803659181517,0.9599162060821089,0.9842917219369891,0.924983667875834,0.8777093201596345,0.9456436521851729,0.642669570699223,0.44609746398672667,0.4232249774068964,0.4290688283516026,0.32738958140474556,0.6066955480347788,0.8182628729061304,0.8998149830742038,0.9284184037496034,0.9694724332707672
2021-01-02 03:00:00,0.9750112521836347,0.9863570666829079,0.9953029454170319,1.0005413856010972,0.9035166698282974,0.7906649269171652,0.9045997317188263,0.9076399288436913,0.9596548926243096,0.9841183240370405,0.9248686727642644,0.8776332082103169,0.9455932465355705,0.6426361740325334,0.446075342627739,0.42321032573099066,0.4290591231780052,0.3273831527451298,0.6066912898398663,0.8182600523623292,0.8998131147889277,0.9284171662295262,0.9694716135598787,0.9686728242915893
2021-01-02 04:00:00,0.9917333386291145,0.9977519688668488,1.0025019001838422,0.9049100053055945,0.7915314507859345,0.9051694826339322,0.9080251084780361,0.959909480837836,0.984286041548316,0.9249799638722107,0.8777070149483384,0.9456420970877978,0.6426685256388254,0.44609677744349346,0.42322452377232644,0.42906852698996206,0.32738938176821936,0.6066954159143543,0.8182627853782989,0.8998149250844661,0.9284183653417323,0.969472407831208,0.9686733504025341,0.9307348769526906
2021-01-02 05:00:00,1.002074092867709,1.0044707334454468,0.9064861136603992,0.7926515891955856,0.9058661035727535,0.9084831459674582,0.9602191367032576,0.9844907115945913,0.925114796315231,0.8777964847470298,0.945701432232489,0.6427077978606082,0.4461227857361208,0.42324175577482803,0.42907994116242887,0.3273969417357516,0.606700423587044,0.8182661024362439,0.8998171222266559,0.928419820685114,0.969473371828509,0.9686739889377887,0.9307352999068798,0.9505095663695061
2021-01-02 06:00:00,1.0033863190535484,0.9059921363650446,0.7922561459869222,0.9055850625354992,0.9083083648247595,0.9601042157881104,0.9844130194050725,0.925063444909365,0.8777626554904705,0.9456789843949625,0.6426929107623122,0.44611293239491756,0.42323523033344135,0.42907561767899566,0.32739407793709796,0.6066985268025943,0.8182648460187201,0.8998162899818213,0.9284192694254529,0.9694730066850499,0.96867374707232,0.9307351396993476,0.9505094602509382,0.9600906636226759
2021-01-02 07:00:00,0.9042216403692296,0.7914496417298938,0.9049394323937918,0.9078495162196174,0.9598188550297105,0.9842253909287045,0.924936598833292,0.8776788153467537,0.9456237522219786,0.6426562607447981,0.4460886266054339,0.4232191430320591,0.4290649637556132,0.327387019094866,0.6066938511508444,0.8182617491866436,0.8998142386606552,0.9284179106403259,0.9694721066573209,0.9686731509118144,0.9307347448117043,0.9505091986841457,0.9600904903655694,0.9843582368887454
2021-01-02 08:00:00,0.8415261996473524,0.9277505300936588,0.9261104641465768,0.9727968898883366,0.9922965103094684,0.930243466674855,0.8812665189564096,0.9479950797045394,0.6442184428202578,0.44712523257859416,0.42390660591120927,0.429519975617435,0.32768835375620986,0.6068935028431914,0.8183939949224213,0.899901829195288,0.928475930033436,0.9695105384200994,0.9686986072194306,0.9307516065646594,0.9505203676526127,0.9600978884984435,0.9843631372779857,0.995767324564314
2021-01-02 09:00:00,1.0106066415613437,0.9638534507319527,1.0030112496579453,1.0137698213275752,0.9435978503404387,0.89004720300721,0.953931253885773,0.6481420146948523,0.4497100015315732,0.4256217625360277,0.43065744399213146,0.3284412112829665,0.607392087796465,0.8187243363748645,0.9001206415074836,0.928620856350317,0.9696065366576527,0.9687621959833773,0.9307937262859245,0.9505482669200643,0.9601163685484863,0.9843753781457204,0.9957754326934272,0.9262001355451018
2021-01-02 10:00:00,0.9531820344470409,0.9981501583690369,1.009878376204552,0.9408322047310744,0.8883272310606692,0.952800349561245,0.6473774677627603,0.44920466682474347,0.4252888583602348,0.43043654115209895,0.3282947115459852,0.6072951238437894,0.8186601213459966,0.9000780953260041,0.9285926745152013,0.9695878709366735,0.9687498319327671,0.9307855363991545,0.9505428421291653,0.960112775274656,0.9843729980158364,0.9957738561362731,0.9261990912621936,0.921344659025218
2021-01-02 11:00:00,0.999561987262207,1.0105214988183444,0.9413470431099913,0.8886931261092103,0.9530279019333704,0.6475270864598621,0.44930581642101947,0.4253557141665098,0.4304805843907369,0.3283239370024584,0.6073145057661125,0.8186729496816485,0.9000865909774445,0.928598303377079,0.9695915993948291,0.96875230140856,0.9307871721636511,0.950543925651583,0.9601134929747556,0.9843734734061388,0.9957741710275725,0.9261992998407816,0.9213447971838975,0.9027225356476083
2021-01-02 12:00:00,0.9646177512185452,0.9204367626347434,0.8719538377189439,0.9411313087714815,0.6401285222951062,0.4444411625375371,0.4220669689370155,0.42830685634785975,0.32689192939892,0.6063642787351168,0.8180427721334881,0.8996694946248076,0.9283220785163329,0.9694085844018961,0.9686310755270549,0.9307068804271356,0.9504907409342627,0.96007826367762,0.9843501383374315,0.995758714341172,0.9261890615670108,0.9213380155272045,0.9027180436010264,0.9410226487371153
2021-01-02 13:00:00,0.8774256008177976,0.8523612008606289,0.9254468324639867,0.6289815828770573,0.4375088126283814,0.41750885709852137,0.42522534861403144,0.3248551769879114,0.6050225078780647,0.8171524228541805,0.8990790271811984,0.9279312651371524,0.9691497656168375,0.968459593068921,0.9305932934918971,0.950415508713531,0.9600284303502237,0.984317128984622,0.9957368497120587,0.9261745788706148,0.9213284224095853,0.902711689284687,0.9410184397530447,0.860384285191148
2021-01-02 14:00:00,0.8446856773866094,0.9219504436716085,0.6261826218401934,0.4355195942126864,0.4162717499800413,0.4244119343063113,0.324305268918768,0.6046590408085631,0.8169129781780778,0.8989201405921198,0.9278258937281364,0.969080023318812,0.9684134057636655,0.9305626917230263,0.9503952386452293,0.9600150048427081,0.9843082360168884,0.9957309590536424,0.9261706770352093,0.9213258379112491,0.9027099773523335,0.941017305798458,0.860383534080165,0.9259490321640824
2021-01-02 15:00:00,0.875008112420457,0.6047992410935663,0.41840157527935024,0.40410599345326886,0.4168459757960655,0.3193305510370927,0.6012958869042349,0.8146900690001985,0.8974557334621068,0.9268541675753681,0.9684355878476455,0.9679868725028122,0.9302802172064357,0.9502080828927821,0.9598910361956287,0.9842261276599606,0.9956765710189286,0.9261346506665061,0.9213019748808364,0.9026941709545775,0.9410068358812089,0.8603765989868107,0.9259444384838348,0.8791691785627549
2021-01-02 16:00:00,0.49330750288477265,0.367614359888052,0.3634493486999927,0.3879513447531823,0.30136080298581286,0.5894805396697973,0.8067023132866803,0.8921761488842535,0.9233760851704492,0.9661276616124647,0.9664562874438948,0.9292671670789938,0.9495371836422554,0.9594465265259987,0.983931692347996,0.9954815571968334,0.9260054747954665,0.9212164094144225,0.9026374943757045,0.9409692944401754,0.8603517321077724,0.9259279670902738,0.8791582682099466,0.9463170542077245
2021-01-02 17:00:00,0.32498069386385975,0.3440286704140697,0.37240452629001214,0.29031169684067804,0.5826090328723841,0.8021842065996222,0.8891216865999251,0.9213572087114855,0.9647976670672345,0.9655737524874938,0.9286818819872743,0.949149800312396,0.9591899793141392,0.9837617149388714,0.9953689671793333,0.9259309028648922,0.9211670134588766,0.9026047747358737,0.9409476217102145,0.8603373765215665,0.9259184581685096,0.8791519696634954,0.946312882164618,0.6040852158611235
2021-01-02 18:00:00,0.2586931634507061,0.3335321143758875,0.25919319920856776,0.5604931521068861,0.7884302048718159,0.8800782483829095,0.9152433997937696,0.9607566857914439,0.9629116366208609,0.9269154008248373,0.9479782942075341,0.9584145931950112,0.9832482102739982,0.9950287405525231,0.925705542788728,0.921017750350769,0.902505903836382,0.9408821301090223,0.8602939964050773,0.9258897240402755,0.8791329366143795,0.9463002749997957,0.604076865103453,0.8116374606128975
2021-01-02 19:00:00,0.2674766558943476,0.22910332123581298,0.536405328626465,0.7713110162049551,0.8694317200804974,0.9082431664919283,0.9560241838646477,0.9597836435920943,0.9248547429538186,0.9466109182202574,0.9575077681742868,0.982648008934347,0.9946312531843966,0.9254421843507072,0.9208433063979037,0.9023903640875567,0.9408055973405557,0.8602433014728342,0.9258561448938493,0.8791106944542036,0.9462855421314929,0.6040671063045413,0.811630996561224,0.9145787337887914
2021-01-02 20:00:00,0.22252879385405883,0.5334104704997773,0.7689135450696492,0.8677278400797985,0.9071835130816898,0.9553274477192997,0.9593126156980011,0.9245434125007372,0.9464058200813773,0.9573716726709603,0.9825577522611475,0.9945715148942869,0.9254026222668806,0.9208170942225319,0.9023730016080423,0.9407940976210807,0.8602356841344121,0.9258510992060619,0.87910735230773,0.9462833283599974,0.6040656399360035,0.8116300252638909,0.9145780904190275,0.9629649405129392
2021-01-02 21:00:00,0.6861717304625986,0.8385000376458855,0.923433853620822,0.946773713352902,0.9799488357936983,0.9755015043047136,0.9354878972372396,0.953639683371613,0.9621371939460428,0.9857199750881629,0.9966686577484294,0.9267906606664945,0.9217363319747198,0.9029820499401363,0.9411975204213336,0.8605028838180123,0.926028090516215,0.8792245904876049,0.9463609842091045,0.6041170776292822,0.8116640968088705,0.9146006588252085,0.962979889416494,0.8447483123914092
2021-01-02 22:00:00,0.9308192891158228,0.9654875320771268,0.9804389074847983,1.0038746508561869,0.9903811152593007,0.9452714384221292,0.9602538382878788,0.966508883760286,0.9885999549802295,0.9985797053821177,0.9280580412744255,0.9225751746635997,0.9035375791445011,0.9415655907432309,0.8607466870633792,0.9261895691187677,0.8793315528501436,0.946431835555921,0.6041640079168668,0.811695182499981,0.9146212495137751,0.9629935283349345,0.8447573465639922,0.8769504806145395
2021-01-02 23:00:00,0.9529621425357583,0.9747332860036255,0.9993071347230529,0.9871349867543485,0.9432526512194307,0.958926458976591,0.9656115100760966,0.9880068271438837,0.9981889648870955,0.9277987604022029,0.9224032231414767,0.9034237693889533,0.9414902194682748,0.8606967492217376,0.9261564911792151,0.8793096442842989,0.9464173234662352,0.6041543951794985,0.8116888152458717,0.9146170319710186,0.9629907346988172,0.8447554961074116,0.8769492549056112,0.8121722576526776
2021-01-03 00:00:00,0.9813859446438866,1.0023375835501667,0.9895609492816829,0.9449767800199397,0.9599987052394736,0.9663165261887673,0.9884834527030287,0.9985039951711608,0.9280062959141104,0.9225409359949691,0.903515098666624,0.9415506676843635,0.8607367814588116,0.926183014858385,0.8793272130983977,0.9464289598476332,0.6041621030418782,0.8116939208962867,0.9146204138353451,0.9629929747786301,0.8447569799021784,0.876950237745779,0.8121729086682062,0.7283559681081826
2021-01-03 01:00:00,1.004380924577297,0.9904917411280564,0.9457219059959493,0.9605282654205441,0.9666458629094095,0.9886999959567424,0.9986503890585138,0.9281030563732032,0.9226046798076308,0.9035573966919279,0.9415787191552316,0.8607553479187233,0.9261953106211536,0.8793353597544594,0.9464343560479477,0.6041656771160648,0.8116962883394825,0.9146219820181615,0.9629940135065282,0.8447576679349234,0.8769506934881952,0.8121732105441548,0.7283561680653441,0.5106218712019011
2021-01-03 02:00:00,0.9830753657347527,0.9423435654967003,0.9578238054796846,0.9647238063148328,0.9875046571862427,0.9978644379925369,0.9275717148058978,0.9222534844475161,0.9033260363671349,0.9414251970412603,0.8606535341561012,0.9261279230267179,0.8792907318674704,0.9464047874841339,0.6041460914244462,0.8116833161162955,0.9146133893029812,0.9629883217339374,0.8447538978368723,0.876948196250068,0.8121715564116355,0.7283550723963748,0.5106211454506177,0.37076380372908735
2021-01-03 03:00:00,0.9460665440812209,0.959519713340724,0.9660814299393873,0.9884695187473641,0.9984644913080467,0.9279662578045917,0.9225202149150609,0.9035023344555341,0.941541338618356,0.8607306013907347,0.92617903296085,0.879324560059497,0.9464271904314931,0.6041609346765762,0.8116931480229335,0.9146199012857972,0.962992635228455,0.8447567550745847,0.8769500888180088,0.8121728100110792,0.7283559027615625,0.5106216954702556,0.370764168052135,0.18463831205225992
2021-01-03 04:00:00,0.9800293761414216,0.975424083296457,0.9959485848009928,1.003779855019843,0.9312719150583609,0.9246937283210287,0.904971736393746,0.9425125540748479,0.8613704182817794,0.9266035916735664,0.8796061215810099,0.9466135478858466,0.6042843511522955,0.8117749185969888,0.914674064662044,0.9630285093460974,0.8447805178537787,0.8769658291669505,0.8121832360528655,0.7283628087647248,0.5106262699016186,0.3707671980768994,0.184640319085792,0.1691566389434955
2021-01-03 05:00:00,0.980739620731165,0.998369942194412,1.0057182221188556,0.9326495103442367,0.92555046326833,0.9055350509633969,0.942893382423178,0.86162213047063,0.9267694145185715,0.8797161554588266,0.9466865208460712,0.6043326498510346,0.8118069047346022,0.9146952573335995,0.9630425469954155,0.8447898154330279,0.8769719878221945,0.8121873155160361,0.7283655109064396,0.5106280597466634,0.3707683836430098,0.18464110438442025,0.1691571591110856,0.16105453839484143
2021-01-03 06:00:00,1.0033141368281893,1.0079704237782459,0.9344524633526479,0.9268318199145029,0.9063319345111185,0.9434173439052684,0.8619763541967032,0.9270035421244173,0.8798703939399779,0.9467888677705202,0.6044005249291025,0.8118518292921013,0.9147250089235159,0.9630622591495047,0.8448028724138661,0.8769806358736842,0.812193043928371,0.7283693053788075,0.5106305731170855,0.3707700484496967,0.18464220712702586,0.16915788954884683,0.16105502222358672,0.22241187013977537
2021-01-03 07:00:00,1.0011118054681682,0.931328194855297,0.9243307520092835,0.9045544284042307,0.9423119019685648,0.8612495114890375,0.9265121607138004,0.8795456106328287,0.9465749071663572,0.6042585486231516,0.8117576725511725,0.9146626892910057,0.9630209875543372,0.8447755275880691,0.8769625231466408,0.8121810472962221,0.7283613588887037,0.510625309400831,0.370766561886227,0.18463989769657843,0.16915635981727545,0.16105400895566854,0.22241119896945602,0.3133409258174726
2021-01-03 08:00:00,0.9256210388831493,0.9217310027876291,0.902473253452266,0.940832813304519,0.8603296571881135,0.9259073443335433,0.879136725019806,0.946304650256401,0.6040805088949371,0.8116395320036486,0.9145843400984985,0.9629691304824339,0.8447411848939299,0.8769397691196926,0.8121659754328169,0.7283513763167454,0.5106186970109292,0.370762181871434,0.18463699647644505,0.16915443810663716,0.16105273604379639,0.22241035581449548,0.3133403673268957,0.3907460662311386
2021-01-03 09:00:00,0.9554932818705536,0.9178527978690412,0.9531445864348724,0.8690796203059278,0.9313489999979384,0.8827146856579628,0.9487235275829072,0.6056792893142143,0.8126927758647171,0.9152832335851984,0.9634326270674684,0.8450479599220816,0.8771429329423823,0.8123005832500616,0.7284405381446452,0.5106777517103391,0.37080129931528133,0.1846629076803005,0.16917160108664014,0.16106410446113129,0.222417886081074,0.3133453552461373,0.39074937013851624,0.33631240231127696
2021-01-03 10:00:00,0.9359967356914775,0.9614095941658373,0.8756959996567535,0.9360512532542515,0.8856390457636119,0.9506463330662217,0.6069792003689283,0.8135519646785957,0.9158492496139196,0.9638082142704544,0.8452970442092862,0.877307794651587,0.8124097640241911,0.7285128767406417,0.5107256675118043,0.37083303546649266,0.18468392949779083,0.16918552583592925,0.16107332789184983,0.22242399549853234,0.3133494020312566,0.3907520506594716,0.33631417783981526,0.1793077427299403
2021-01-03 11:00:00,0.9743694798001177,0.8815995447420599,0.9407772129956745,0.8889977799602141,0.952735150438369,0.6083526254437159,0.8144804675630686,0.9164629525969814,0.9642125092515761,0.8455653193347873,0.8774857110392567,0.8125275217522915,0.7285908625869353,0.5107773376586177,0.37086726085423044,0.18470659805487014,0.1692005413388022,0.16108327408765577,0.22243058362777077,0.3133537658773151,0.3907549412046689,0.33631609248730593,0.17930901095776505,0.08427598166245183
