,H_MIN,Model,Global Hindsight,Day-ahead Objective,Local Hindsight,Adjustment Type,Adjustment Value,MAO,RMAO
0,125,Deterministic,1807830.0705882353,1695088.1058525466,67017.10656211618,Rule-based,54410.177971589845,12606.928590526339,0.23170166061778036
1,125,Deterministic,1807830.0705882353,1695088.1058525466,67017.10656211618,MPC,66149.9490821301,867.1574799860828,0.013108966703956825
2,125,HAPD-AF-12,1807830.0705882353,1699053.399341653,64044.11274941289,Rule-based,36920.0893566797,27124.023392733186,0.7346684113001969
3,125,HAPD-AF-12,1807830.0705882353,1699053.399341653,64044.11274941289,MPC,63248.212912115036,795.8998372978531,0.01258375218290793
