,H_MIN,Model,Global Hindsight,Day-ahead Objective,Local Hindsight,Adjustment Type,Adjustment Value,MAO,RMAO
0,50,Deterministic,1857385.4705882354,1742987.5058525465,67772.396301487,Rule-based,65362.32892268221,2410.067378804786,0.03687242205912951
1,50,Deterministic,1857385.4705882354,1742987.5058525465,67772.396301487,MPC,67626.37834764691,146.01795384008437,0.0021591863620058125
2,50,HAPD-AF-12,1857385.4705882354,1787233.1287509052,30235.93352772435,Rule-based,28585.342467308277,1650.5910604160745,0.0577425672721528
3,50,HAPD-AF-12,1857385.4705882354,1787233.1287509052,30235.93352772435,MPC,30167.366963125765,68.56656459858641,0.0022728720303099976
