forward_bids,deviations,hydrogen_productions,settlements,missing_productions,objectives
7.869649614931014,-7.330433928656505,10.0,-17.330433928656504,0.0,109.98151481932734
3.805815932195578,-2.972482598862245,10.0,-12.972482598862245,0.0,477.3255186472004
9.31497451284509,-7.746347061864698,10.0,-17.746347061864697,0.0,650.0791844110429
5.896534662159825,-4.9161425052970795,10.0,-14.91614250529708,0.0,541.8094507749247
9.14890144005328,-7.580273989072888,10.0,-17.580273989072886,0.0,655.1945937233656
1.9268811523953495,-1.0935478190620165,10.0,-11.093547819062017,0.0,119.92328550564582
10.0,-8.92156862745098,7.447891003201297,-16.36945963065228,0.0,107.72778494713884
-4.814475500471632,5.941926480863788,0.0,5.941926480863788,0.0,9.213658079917309
-4.55118904638524,7.296287085600925,0.16226087988674398,7.134026205714181,0.0,68.04033867031606
-2.8511891735609263,6.3806009382668085,3.767703998266869,2.6128969399999393,0.0,105.66346880675472
-9.999999999999995,12.20588235294117,0.6791245849084994,11.52675776803267,0.0,16.967625278693447
-10.0,12.30392156862745,1.2062278921256486,11.097693676501802,0.0,19.190576171534246
-10.0,12.058823529411764,9.056114542917348,3.002708986494417,0.0,22.370046437995242
-8.961484984214952,10.57913204303848,10.0,0.5791320430384808,0.0,10.136013294220678
-9.208041438742208,11.021766928938288,9.636002019598694,1.3857649093395938,0.0,1.8766653269895883
-10.0,11.323529411764707,8.127068776602725,3.1964606351619818,0.0,-20.970910598723805
10.0,-9.11764705882353,10.0,-19.11764705882353,0.0,-72.24411764705883
10.0,-8.970588235294118,0.03690487387426841,-9.007493109168387,0.0,50.30904182963934
7.083112617295484,-6.249779283962151,0.0,-6.249779283962151,0.0,37.39999999999998
1.9533896494551222,-0.9729974925923772,0.0,-0.9729974925923772,0.0,43.12745098039215
5.6511775907888655,-4.082550139808474,6.940843389875581,-11.023393529684054,0.0,32.00771341848258
-7.011433511081501,9.266335471865814,8.019906542687941,1.2464289291778723,0.0,70.89799228420951
-9.657292179063784,11.765135316318686,10.0,1.7651353163186858,0.0,69.85539215686275
-10.0,11.127450980392156,10.0,1.1274509803921564,0.0,45.98578431372544
8.711175644040631,-8.122940349922985,10.0,-18.122940349922985,0.0,-17.837162209708595
8.311312955432836,-7.821116877001464,10.0,-17.821116877001465,0.0,-47.67024816796561
9.484059961621815,-9.091903098876717,10.0,-19.091903098876717,0.0,-68.4181064767157
5.912364041284109,-5.863344433440972,10.0,-15.863344433440972,0.0,45.310784313725435
8.588356061330401,-8.490316845644127,10.0,-18.490316845644127,0.0,49.6931372549019
8.829674830475216,-8.682616006945805,10.0,-18.682616006945807,0.0,82.89255433623589
8.557643757854699,-8.508624150011562,10.0,-18.508624150011563,0.0,176.36370073292977
5.360869372140424,-5.311849764297287,10.0,-15.311849764297287,0.0,113.90395197445616
9.804863116653085,-9.804863116653085,10.0,-19.804863116653085,0.0,69.47361060445644
-8.387571864977202,8.387571864977202,0.7377627095891022,7.6498091553881,0.0,11.274013333748314
-9.999999999999995,9.999999999999995,0.2911443439269632,9.708855656073032,0.0,32.59947437995612
9.878796245925923,-9.878796245925923,10.0,-19.878796245925923,0.0,-76.62366924648882
10.0,-10.0,10.0,-20.0,0.0,-41.0
10.0,-10.0,10.0,-20.0,0.0,5.899999999999977
10.0,-9.950980392156863,10.0,-19.950980392156865,0.0,-6.859803921568755
0.7048758194417204,-0.31271895669662236,9.361929068477579,-9.674648025174202,0.0,-3.16637311043786
10.0,-8.823529411764707,10.0,-18.823529411764707,0.0,19.08823529411768
10.0,-8.676470588235293,0.02185111101623774,-8.698321699251531,0.0,49.55606181982415
8.453125758296068,-6.982537523001951,0.0,-6.982537523001951,0.0,53.32352941176467
4.844934259310254,-2.6390519063690774,0.0,-2.6390519063690774,0.0,78.4191176470588
1.2386005766633934,0.9672817762777828,10.0,-9.032718223722217,0.0,79.43970588235294
-10.0,13.235294117647058,10.0,3.235294117647058,0.0,114.28823529411764
-5.8855331152813655,9.758082134889209,10.0,-0.24191786511079094,0.0,145.65800311511302
-10.0,13.284313725490197,10.0,3.284313725490197,0.0,157.03529411764708
1.249267632964699,2.623281386643144,10.0,-7.376718613356855,0.0,117.28900087451615
0.5295583108041875,2.8037750225291456,10.0,-7.196224977470854,0.0,93.42403938970523
7.0664010570601015,-2.9487539982365725,10.0,-12.948753998236572,0.0,50.17486452306821
4.733482094142327,-1.0570115059070333,10.0,-11.057011505907033,0.0,43.31073207845702
6.575241566197593,-1.722300389727005,10.0,-11.722300389727005,0.0,67.88000161299135
5.363298692401616,-0.41231830024475347,10.0,-10.412318300244753,0.0,91.44843632626737
5.247931445602124,1.859911691652778,10.0,-8.140088308347222,0.0,187.957929313597
-3.5786427539920727,9.951191773599916,10.0,-0.048808226400083754,0.0,261.56352363347787
2.0217685263777794,3.272349120681044,10.0,-6.727650879318956,0.0,407.6390698459165
3.304338338609239,1.0584067594299773,10.0,-8.941593240570022,0.0,308.19683184270116
9.988579853198814,-5.2336778924145015,10.0,-15.233677892414502,0.0,276.80859619752124
-0.8573829006279627,6.788755449647571,10.0,-3.211244550352429,0.0,274.1012340779383
10.0,-3.6274509803921573,10.0,-13.627450980392158,0.0,386.12352941176465
10.0,-2.6470588235294112,10.0,-12.647058823529411,0.0,392.5117647058824
10.0,-2.9411764705882346,10.0,-12.941176470588236,0.0,388.2352941176471
9.48795923017854,-2.9193317791981475,10.0,-12.919331779198147,0.0,309.78464955363756
9.112415732617885,-1.0241804385002382,10.0,-11.024180438500238,0.0,287.4970588235294
