forward_bids,deviations,hydrogen_productions,settlements,missing_productions,objectives,missing_production
-8.480082371755966,9.019298058030476,10.0,-0.9807019419695244,0.0,42.784116354043746,0.0
-8.924578514696327,9.75791184802966,10.0,-0.24208815197033928,0.0,58.72853341705463,0.0
0.8099326556010205,0.7586947953793717,10.0,-9.241305204620629,0.0,436.04565471629644,0.0
-9.64354324088531,10.623935397748054,10.0,0.6239353977480544,0.0,37.649789424066675,0.0
-9.56689606869482,11.135523519675212,10.0,1.1355235196752123,0.0,31.14906049254171,0.0
-9.325795618377967,10.159128951711299,10.0,0.15912895171129904,0.0,24.500586489488143,0.0
-7.631497377418961,8.70992874996798,10.0,-1.2900712500320193,0.0,35.7130703516185,0.0
-6.6789146046876535,7.80636558507981,10.0,-2.19363441492019,0.0,30.810087878391897,0.0
-6.79139690648047,9.536494945696155,10.0,-0.4635050543038446,0.0,74.74302579523074,0.0
-7.381328720741867,10.91074048544775,10.0,0.9107404854477501,0.0,87.10183155029884,0.0
0.0,2.205882352941176,10.0,-7.794117647058824,0.0,86.22058823529409,0.0
-8.763481267257722,11.067402835885172,10.0,1.0674028358851722,0.0,36.36939419794165,0.0
-7.021207203593555,9.08003073300532,10.0,-0.9199692669946806,0.0,37.89960643090494,0.0
1.7782012776866178,-0.16055421886308885,10.0,-10.160554218863089,0.0,68.23771597110812,0.0
-8.618378369184299,10.432103859380376,10.0,0.4321038593803763,0.0,5.152928513493805,0.0
-7.840720584177827,9.164249995942534,0.0,9.164249995942534,0.0,59.730882352941194,0.0
1.9107714755218126,-1.0284185343453427,0.0,-1.0284185343453427,0.0,41.05588235294114,0.0
-9.60282537851127,10.632237143217152,0.0,10.632237143217152,0.0,50.83235294117651,0.0
-10.0,10.833333333333332,0.0,10.833333333333332,0.0,37.39999999999998,0.0
-6.244208751714597,7.224600908577342,10.0,-2.775399091422658,0.0,-44.77254901960784,0.0
-10.0,11.568627450980392,10.0,1.568627450980392,0.0,18.792156862745045,0.0
-7.85675372179557,10.111655682579883,10.0,0.11165568257988312,0.0,67.98725490196071,0.0
-8.43652470609299,10.544367843347892,10.0,0.5443678433478922,0.0,69.8553921568627,0.0
